Comment,Sentiment
"Bro the h with Nolan for unlimited DoorDash was literally a huge gift",Positive
"He’s actually goated for taking them wherever they want and not showering",Positive
"This was the realest episode I ever saw lol, ""NO! Whatever he offers you yo say no! I been trough enough!"" hahaha",Positive
"Think about how much footage there was to edit. The editors are goated fr",Positive
"The mental strength to survive a days in a plane is insane!!",Positive
"This video definitely boosted door dash orders yesterday",Neutral
"As an introvert I swear I would ACE this type of solo challenges",Neutral
"Genius way to promote doordash. I needed a few seconds to realize that it is actually the sponsor",Positive
"We want days in space challenge",Neutral
"Finally not showering pays off for someone",Positive
"The “table” of briefcases of money. LOL",Neutral
"how much people does mrbeast have trapped just constantly",Neutral
"Nolan was too excited about that joke",Neutral
"HE’S READING FOURTH WING OMG",Neutral
"The next challenge is to buy a submarine and sit under water for days.",Neutral
"This guy’s story telling skills have gone to another level",Positive
""WE did this" is crazy",Neutral
"Big brother, I really enjoy watching every one of your videos. This video is truly amazing!",Positive
"Getting Nolan over Karl is the biggest blessing he could ever get",Positive
"The prizes this time for each days was actually one of the best ideas mrbeast thought of so far imo",Positive
"I thought surviving hours in strange places was tough... but DAYS in one location? That’s discipline, mindset, and next-level motivation right there.",Positive
""and even though you don't need it it comes with a shampoo""",Neutral
"I loved that with all these temptations he chose to be as comfortable as possible with her.",Positive
"Parkour challenge ?",Neutral
"Nolan be like:I am not irratated.",Neutral
"These SOLO challenges are WAY BETTER than the people ones!",Positive
"Wow,that is intense Bat he will be set for life if he wins",Positive
""And even tho you don't need it it comes with shampoo!"" Bro roasted him respectfully",Neutral
"days for THIS?! WORTH IT. LEGENDARY ending!",Positive
"That shampoo's was personal",Neutral
"Armando so deserved the Jet . WE LOVE YOU ARMANDO",Positive
"Safe Travels Armando",Positive
"" $ for no shower no brainer"" sm clip that", Neutral
"You should do a challenge surviving days with David Goggins",Neutral
"You don't just make videos, you make experiences for millions. Absolute LEGEND!""",Positive
"The way he comforts himself when he loses the lambo",Neutral
"best part of the video",Positive
"Always getting into exciting adventures",Positive
"“Even tho you don't need it but it's come with shampoo"" pure violence",Neutral
"How do you make Big Head Bob cry tears of joy in every video :)",Positive
""Even though you don't need it you have a shampoo."" then showcases the shiny bald head is crazy",Neutral
"Jet Holiday is the best!! Nothing can beats it!!",Positive
"Armando you played it right Congrats on the new jet!!",Positive
"I can literally learn English through your videos. It is so useful when I can both study and entertain!",Positive
"The editing in this video is on top dude",Positive
"Nice video bro",Positive
""Oh""",Neutral
"Next challenge should be days in space",Neutral
"“Turned down a Lamborghini, eh whatever I got a bed”",Neutral
"honestly that made me cry",Positive
"I have to say, I love the way you merge other previous videos with this video, so cool!",Positive
"Next challenge Underwater With tareeq",Neutral
"Omg it's the first time I opened this app at the right time!!",Neutral
"Dude said no to a shower but yes to a gym",Neutral
"A Bed is a BED W CHOICE",Positive
"The co pilot is the goat he did all this and didn’t even get a plane",Neutral
"from a , dollar island to a . million dollar jet is a crazy transition over time in the money spent over a single vid",Positive
"Awesome as always",Positive
"POLAND MENTIONED RAAAHHHHHHHH",Neutral
"Nothing beats a Jet holiday — the vibes, the views, the value. Absolute perfection!",Positive
"days on the Army would be cool",Neutral
"What a challenge",Neutral
"Why is this scene so funny",Positive
"I Kinda wanna get a longer version… I mean days put in mins is Crazy Edit: Wee Need the uncut version",Neutral
"Choosing a bed instead of Lamborghini is worth it",Positive
"There is a reason why he became a pilot. He is an amazing person. It was such a romantic video.",Positive
"Amazing video",Positive
"Next videos: The most expensive marriage of all time. Mine.",Neutral
"Nothing beats a JetYou Holiday!",Positive
"its every mans weakpoint",Neutral
"Also for those of you curious to help offset the carbon emissions from the jet",Neutral
"Very Hard Challenge",Neutral
"After being stuck for days, he finally stepped off the jet only to get right back on!",Neutral
"He was trapped in a jet, but still travelled to more places than most of us",Neutral
"days in a plane is actually insane, honestly how did he do it",Positive
"We need days in space",Neutral
"Thank youuu",Positive
"Next challenge survive underwater Days.",Neutral
"days without growing a hair that's awesome man",Positive
"“no takeies backsies”",Neutral
"I would definitely pick shower",Neutral
"“even though you don’t need it it comes with shampoo” is crazy",Neutral
"You are the best YouTuber",Positive
"Bros doing plane hostage vids now",Neutral
"The last part of the video makes me cry",Positive
"We Who's wee ¿",Neutral
"definitely airack",Neutral
"the women’s react about not showering",Neutral
"First was with feastables cocoa, now with water. Better still you got several individuals involved. Thank you for all you do",Positive
"Love from assam ram ram",Positive
""Even though you don't need it it comes with a shampoo""",Neutral
"Not showering for days is crazy",Neutral
"As a pilot, I’m jealous",Neutral
"Love you mrbeast",Positive
"bro needs to hesitate",Neutral
"Damnit Nolan",Neutral
"Nothing beats a Jet Holiday! wow inspire",Positive
"I'll be happy to host you on your next trip to Tanzania,its a perfect season to witness the great wildebeest migration in the serengeti",Positive
"This is the best way to promote doordash",Positive
"Thank you",Positive
"This video was amazing, learned a lot.",Positive
"Imagine a huge box truck converted into a tiny room with beds, snacks, fans, and even a gaming console. But here’s the twist — the truck keeps driving around the city nonstop! Every hour, a new surprise",Neutral
"Make one video on helping of Gaza people",Neutral
"Bro is just trying to get a personal pilot for days",Positive
"It wasn't easy for him, he has great strength of spirit.",Positive
"great joke nolan",Positive
"That was amazing",Positive
"He's actually goated!",Positive
"PHILIDELPHIA",Neutral
"You guys are truly amazing. Creating entertaining content and helping people at the same time!",Positive
"Is was amazing",Positive
"Nolan is in the mystery box would be so funny.",Neutral
"AMAZING video, Armando the best",Positive
"Beautiful ending",Positive
"days? Try doing days deployed, then involuntarily extended. This is very much doable.",Neutral
"that’s so sweetttt",Positive
"do a challange where someone has spend days in a yacht",Neutral
"Bro is a problem",Neutral
"“ no taksies backsies” bros a millionaire",Neutral
"was so funny",Positive
"THE GOAT IS BACKK",Positive
"Do a challenge where someone has to quit smoking and alcohol ?",Neutral
"Do a love island inspired challenge with Huda!!!",Neutral
"jimmys video schedule has gotten a lot better",Positive
"create similar challenges for excavator operators would be more difficult",Neutral
""I bought a submarine and if this captain stays inside days he keeps it!""",Neutral
"Already a banger",Positive
"Love the use of beast games guards!",Positive
"you already had your Lamborghini just with wings",Neutral
"make sumeone quit drinking",Neutral
"Salute kind men",Positive
"He'll be able to make a fortune with that jet",Neutral
"Nolan’s jokes are",Neutral
"That jet is amazing!",Positive
"we have a dragon fan right there, Iron Flame, Onyx Storm and Eragon, thats some very nice reading material right there.",Neutral
"Mrbeast is so tall",Neutral
"NAH THATS PLAIN FOUL CALLING SOMEONE BALD WITHOUT TRYING",Neutral
"bro took ""lemme just try it out"" a little too far",Neutral
"Buy books and stories. Read endlessly. Buy toys and games.",Neutral
"First thing I thought of when I saw this was “nothing beats a Jet holiday!”",Positive
